gpa,attendance,study_hours,math_score,science_score,english_score,assignment_score,sleep_hours,parental_education,extracurricular,result
1.67,46.05,9.12,30.72,97.91,60.28,53.62,5.32,1,0,0
1.22,96.96,6.13,53.76,51.99,90.14,27.63,7.8,2,0,1
2.14,47.7,3.45,47.93,66.41,36.61,37.57,6.34,0,0,0
3.43,97.36,0.73,70.03,63.63,76.7,55.87,8.46,1,0,1
3.55,84.45,6.64,34.36,80.17,72.88,78.84,4.15,2,0,1
1.59,76.66,8.75,48.94,81.12,90.73,52.26,6.57,1,1,1
3.37,78.94,5.01,33.13,81.03,42.09,80.89,7.91,3,0,1
1.52,56.55,2.15,74.9,44.11,85.99,89.35,6.76,1,1,0
2.29,77.02,3.38,69.77,61.44,61.51,50.59,5.43,3,0,1
4.0,47.13,5.6,53.62,86.78,60.01,85.03,6.79,0,0,1
1.74,95.95,8.87,40.31,56.71,55.32,34.52,9.1,3,0,1
1.63,54.62,2.22,97.05,98.9,56.99,56.15,5.24,1,1,1
2.38,51.59,6.62,70.91,55.54,66.4,32.32,6.2,0,0,0
2.94,81.23,8.03,77.54,64.84,37.48,28.94,9.94,2,1,1
3.81,77.67,9.86,67.19,63.22,59.75,29.84,9.48,0,1,1
3.95,64.33,1.67,86.46,60.36,75.64,32.86,4.2,0,0,0
1.39,76.11,9.76,92.75,89.19,64.87,87.68,7.18,2,1,1
1.59,45.37,6.51,56.79,40.87,41.61,65.78,4.39,3,1,0
3.41,78.77,8.17,78.3,69.74,55.41,96.05,9.54,1,0,1
1.96,52.59,1.04,46.09,73.3,61.01,65.35,6.65,2,0,0
3.68,52.73,5.56,75.63,89.59,76.82,72.15,6.51,0,1,1
3.06,45.54,6.73,57.94,72.64,93.05,38.84,5.64,0,1,1
1.51,56.6,3.57,30.47,97.2,68.53,65.54,7.41,3,0,1
3.53,56.53,4.82,96.89,91.05,77.35,53.9,4.87,0,1,1
1.69,64.52,6.04,90.79,54.41,35.4,94.86,8.79,1,1,1
2.39,47.38,6.03,50.36,90.19,96.81,95.04,6.95,2,0,1
2.75,47.55,0.92,99.84,97.09,52.06,39.89,7.4,0,1,1
2.6,70.21,4.89,52.2,48.0,54.8,71.51,9.04,3,1,1
3.12,43.38,2.64,62.12,72.71,45.6,72.86,5.11,2,1,1
3.03,79.78,9.67,89.59,49.73,35.93,67.19,5.05,1,0,1
3.98,96.36,10.27,51.32,75.47,85.3,34.32,6.52,3,1,1
4.0,62.74,3.5,61.54,36.55,46.83,74.05,8.72,2,0,1
2.65,93.57,2.25,76.59,81.39,49.79,84.93,4.35,2,0,1
1.47,41.39,2.7,39.13,59.39,42.73,50.89,8.77,0,1,0
3.24,37.79,5.28,59.56,71.11,98.24,63.59,7.0,0,0,1
3.93,81.89,9.25,51.66,31.81,84.67,33.72,7.37,0,0,1
2.09,84.47,5.5,77.37,78.68,95.09,94.8,7.39,2,0,1
2.49,89.8,1.05,39.52,64.72,90.32,33.22,4.34,3,1,1
2.39,38.69,0.9,46.29,73.77,93.44,40.63,5.5,3,0,1
1.34,85.5,2.77,79.8,52.1,63.53,47.39,8.53,2,1,1
3.08,59.48,8.93,40.94,40.21,41.94,86.93,6.47,0,1,1
2.19,54.72,6.71,59.54,60.48,52.88,77.55,7.36,2,1,1
3.4,46.25,6.13,79.9,96.08,50.47,25.53,9.67,2,0,0
3.53,99.74,3.69,83.58,45.95,80.2,38.77,4.28,2,0,1
3.5,39.14,9.79,36.64,77.31,31.8,81.26,6.7,2,0,1
2.37,88.76,3.81,89.64,33.49,39.94,55.29,6.17,2,1,1
2.1,76.57,8.85,80.68,80.27,77.8,26.97,4.64,2,1,1
3.3,82.78,9.46,53.75,46.69,38.64,97.29,9.7,1,1,1
3.44,81.26,5.33,83.47,61.61,33.38,36.34,9.77,0,1,1
2.58,90.8,9.44,80.98,55.74,37.65,63.28,5.87,0,1,1
3.7,46.95,3.27,72.06,37.9,78.35,43.62,9.68,3,1,1
1.6,35.05,7.08,69.09,54.19,39.75,80.31,4.21,1,0,0
3.66,73.9,1.38,81.43,54.51,40.24,83.25,9.89,1,1,1
1.47,58.0,5.24,99.95,66.55,46.12,54.79,9.02,1,1,1
1.63,43.05,2.67,70.5,98.06,82.56,74.38,5.29,0,1,0
2.69,47.1,1.13,86.61,62.9,44.02,93.18,7.6,3,1,1
1.39,56.56,0.54,82.1,94.01,32.48,86.11,8.79,0,0,0
1.35,39.57,3.75,89.91,62.31,93.41,56.12,5.92,0,0,1
1.2,38.7,6.4,96.82,37.53,91.34,58.11,6.12,1,1,1
2.42,94.54,5.05,43.52,46.11,42.94,91.52,7.77,1,0,1
3.37,55.29,3.52,41.58,58.53,48.57,27.58,4.88,0,0,0
1.3,98.84,10.41,71.04,52.78,43.2,26.71,4.71,1,0,0
3.03,97.68,9.9,61.45,90.61,80.37,40.43,5.5,3,0,1
3.5,44.27,1.76,69.95,77.51,47.5,87.07,8.45,1,0,1
1.67,81.47,4.65,85.86,70.48,95.2,36.49,6.2,3,1,1
1.61,74.05,6.99,95.22,64.39,87.93,46.4,7.04,1,1,0
3.61,79.89,7.83,59.22,57.81,71.19,72.18,5.17,0,0,1
3.5,41.25,4.16,80.26,72.85,30.63,38.82,5.16,0,0,0
2.71,47.26,7.96,43.78,38.72,91.86,47.73,7.9,3,0,1
3.49,39.98,1.74,67.42,41.38,80.94,60.02,4.65,1,0,0
1.46,74.27,3.82,31.53,51.22,85.15,42.11,8.01,3,0,0
2.3,99.13,7.66,65.26,41.98,35.03,99.43,6.4,3,1,1
3.27,78.68,6.76,68.17,77.4,79.6,37.26,8.03,0,1,1
1.92,81.2,8.87,81.48,31.73,86.32,88.75,6.29,1,1,1
3.31,99.0,0.97,75.46,41.21,96.96,60.26,9.08,2,1,1
2.61,79.07,2.24,55.09,93.18,70.63,34.68,4.33,0,1,1
3.3,37.61,0.98,30.4,99.83,65.56,33.89,9.36,3,0,1
2.5,91.36,2.42,38.08,64.13,59.78,62.52,5.61,0,1,1
2.23,58.7,0.54,98.11,64.68,79.09,51.51,4.26,3,1,1
1.81,35.28,5.54,94.56,84.14,94.46,42.6,7.37,3,0,1
1.78,67.97,5.78,52.76,32.53,71.98,96.92,5.35,2,0,0
3.3,95.91,7.08,48.12,59.89,45.91,59.75,6.76,3,1,1
1.53,51.73,4.35,60.55,36.99,31.23,94.66,8.81,3,1,1
1.44,66.95,0.53,78.3,58.06,73.34,37.3,8.75,2,0,0
1.69,46.3,7.24,54.98,98.87,90.52,38.76,7.6,2,0,1
1.69,38.75,1.04,34.71,82.75,34.62,69.7,9.87,1,0,0
3.5,40.24,9.16,58.2,98.95,57.83,45.24,6.78,1,0,1
2.32,82.26,0.73,48.24,82.22,95.8,38.87,4.24,3,1,1
3.97,91.16,5.8,52.75,72.57,65.12,32.1,8.92,0,1,1
1.58,44.31,9.45,41.41,82.8,45.45,30.72,5.33,1,1,1
3.03,53.74,6.22,76.12,76.14,54.76,81.49,5.06,2,1,1
2.46,47.68,6.58,66.86,62.48,58.57,46.16,4.42,1,0,1
2.3,36.75,7.32,48.96,50.48,38.21,98.38,5.97,1,0,1
3.65,70.97,1.72,68.77,66.41,76.26,38.73,5.96,2,1,1
3.93,80.49,7.25,64.49,48.09,71.45,51.58,5.82,1,0,1
3.64,77.11,9.3,85.72,64.07,75.34,53.12,7.56,3,1,1
1.74,60.22,10.24,96.92,40.23,72.76,62.51,8.51,0,1,1
1.82,71.08,4.93,39.15,69.58,31.17,90.3,9.63,1,0,1
3.04,41.12,3.95,91.87,47.17,42.21,87.61,4.56,3,0,1
2.01,45.03,8.03,79.34,50.55,41.59,25.75,4.9,1,1,0
3.26,95.57,5.93,78.48,64.93,36.86,55.69,7.54,2,0,1
2.79,84.5,3.07,56.2,41.38,81.48,87.1,4.59,2,1,1
2.74,94.98,2.22,54.07,97.37,38.41,25.01,6.22,1,1,1
3.52,94.58,2.2,30.39,61.29,76.77,65.02,7.75,2,1,1
3.19,77.21,5.09,98.75,54.66,42.49,44.46,8.68,0,0,0
1.27,95.34,2.2,72.46,32.04,38.28,55.96,5.31,2,0,1
1.34,62.09,0.7,58.16,89.03,41.38,56.52,8.01,0,0,0
2.88,35.24,1.02,68.06,73.81,65.59,54.38,7.88,2,0,0
2.56,39.07,9.8,32.84,59.15,75.18,91.9,9.16,0,0,0
1.93,42.12,1.23,42.16,47.19,86.83,65.23,5.88,3,1,0
2.37,41.2,1.23,73.64,82.16,39.0,92.78,8.5,2,0,0
3.32,57.86,5.01,66.0,96.18,73.13,79.51,8.51,0,1,1
3.51,80.58,2.95,85.1,56.66,84.17,51.33,5.44,0,1,1
2.77,86.39,10.13,76.11,39.44,51.87,62.02,7.73,0,0,1
2.28,73.36,9.61,72.1,37.64,35.58,54.24,8.05,3,1,1
1.96,44.52,4.55,87.07,30.45,40.92,87.14,5.65,2,1,0
2.66,83.61,4.99,34.78,82.08,36.41,39.07,6.71,1,0,1
2.08,58.06,4.25,78.36,98.7,92.1,95.23,6.61,1,0,1
2.78,35.84,0.88,80.09,99.5,56.37,68.53,8.64,0,1,0
3.09,53.24,3.43,49.26,84.89,66.63,70.88,4.0,0,1,1
1.39,56.49,1.73,43.7,41.35,83.81,63.76,7.01,3,0,1
1.2,52.83,1.52,44.97,98.44,56.0,66.59,5.11,2,0,1
1.79,87.77,6.11,43.87,52.95,75.44,75.08,7.88,1,0,0
3.7,84.4,1.49,66.66,53.35,35.37,74.13,8.08,0,0,1
3.01,80.21,1.53,39.49,78.11,63.66,41.06,7.01,1,1,1
1.68,44.04,5.31,76.15,33.43,36.76,68.68,7.25,1,0,1
3.69,87.51,4.92,37.36,87.8,47.38,51.6,5.89,0,0,0
2.52,79.02,1.88,31.88,99.81,50.53,72.78,5.88,2,0,1
2.53,47.66,0.54,52.35,84.25,80.23,66.09,8.47,2,1,1
3.82,77.13,2.43,43.43,84.72,77.19,38.48,4.79,3,0,0
1.37,66.43,2.86,99.21,57.32,82.3,80.11,8.63,1,0,0
1.8,63.56,8.5,51.21,34.61,34.32,59.28,7.93,1,0,0
2.84,42.29,9.65,45.54,85.49,99.57,66.36,9.31,3,1,1
1.75,68.69,4.56,43.77,71.8,33.81,75.45,5.56,1,0,1
3.1,41.5,4.55,56.17,93.65,87.8,73.97,7.04,2,1,1
1.8,45.68,7.62,72.41,38.12,81.82,81.17,4.23,2,1,1
1.48,43.62,6.77,84.74,51.36,71.42,40.51,9.48,3,0,1
1.78,97.02,2.34,55.52,55.25,60.72,33.28,8.05,1,1,0
2.38,53.52,1.58,73.82,77.83,83.0,75.19,7.74,2,1,1
1.69,58.09,4.88,63.74,85.14,81.79,42.7,8.4,0,0,1
1.58,55.94,6.15,89.25,97.27,39.6,33.6,5.71,3,0,1
3.61,93.39,1.89,69.83,50.68,85.48,34.84,7.62,0,0,1
2.1,71.59,3.43,50.29,64.55,35.5,48.46,8.81,2,0,0
2.21,94.75,3.56,79.25,32.03,65.04,99.38,4.54,0,1,1
1.35,54.5,3.11,87.4,47.71,75.16,36.79,9.75,1,0,0
2.2,42.46,5.11,62.58,56.18,87.52,47.39,9.35,0,0,1
1.94,71.15,7.03,99.1,71.57,62.42,94.06,9.78,2,1,1
2.91,57.46,5.59,91.54,62.96,46.58,97.25,8.85,1,1,1
1.78,87.12,2.51,43.79,55.51,64.35,42.16,5.77,2,1,1
3.69,92.16,1.53,85.07,73.69,47.51,91.03,7.49,1,0,1
3.8,65.72,8.72,72.07,88.0,67.01,35.42,4.72,0,1,1
1.48,98.14,5.29,67.44,46.92,62.38,82.12,8.53,2,0,1
1.5,70.95,1.12,65.98,54.0,84.64,25.98,4.92,2,1,0
1.52,52.61,3.08,89.74,79.34,46.81,55.5,9.2,2,1,1
2.93,66.78,8.54,72.76,84.46,44.0,43.55,5.44,1,0,1
1.54,37.43,8.02,67.64,87.78,63.19,77.8,4.96,2,1,1
3.59,87.26,9.26,33.42,44.65,33.54,26.2,4.43,2,1,1
3.31,41.59,6.52,61.38,67.75,46.05,59.87,8.27,0,0,1
3.5,55.07,4.73,93.56,93.0,54.76,77.25,5.12,0,1,1
2.67,71.75,4.77,79.82,57.44,64.13,28.5,5.19,1,0,1
3.99,37.79,2.44,33.57,60.09,48.86,92.31,5.02,0,1,1
1.32,40.16,7.01,91.88,98.94,69.24,52.09,5.83,2,1,0
2.32,80.25,6.35,87.87,37.91,91.49,37.39,9.65,0,1,1
2.11,39.67,2.05,68.27,79.39,68.06,41.91,6.92,0,1,0
3.86,66.01,9.36,31.57,89.51,50.08,50.42,5.57,0,1,1
2.82,57.02,4.18,69.37,40.56,34.34,39.88,5.02,1,1,0
3.46,49.83,1.0,33.82,80.01,39.57,63.29,4.11,0,0,1
1.68,47.27,3.78,52.43,62.88,69.29,72.47,6.19,2,0,0
3.94,84.62,9.2,74.02,89.7,77.86,57.51,4.66,0,1,1
2.6,96.85,9.67,93.9,93.52,33.48,57.03,4.16,3,0,1
2.58,44.11,5.4,55.05,91.07,42.99,83.63,4.62,2,1,1
3.92,97.38,10.06,90.2,34.51,52.34,47.58,5.91,0,0,1
2.27,73.66,9.25,94.29,82.98,52.38,71.71,8.51,1,1,1
2.31,76.71,8.75,31.47,94.51,97.09,91.97,4.4,0,1,0
2.84,81.15,9.1,46.76,73.49,44.26,41.61,8.07,3,0,1
1.56,80.77,4.32,79.69,72.06,34.38,71.49,7.72,2,0,1
2.1,88.29,8.06,82.98,33.15,54.71,96.1,9.29,3,0,1
1.74,66.43,6.27,57.47,89.92,39.41,64.73,5.1,1,0,1
1.49,69.67,7.7,75.97,33.25,38.86,98.27,8.77,0,1,1
3.63,56.05,2.28,72.85,51.95,58.52,48.25,9.19,0,0,1
2.85,41.84,7.81,81.78,94.81,51.45,67.32,9.86,1,1,1
2.2,78.2,10.08,80.31,96.48,36.42,48.33,8.85,3,1,1
2.34,37.18,3.53,36.01,99.43,72.3,25.28,4.74,1,1,0
2.41,52.92,10.36,41.08,63.35,65.12,99.8,9.68,3,0,1
2.97,41.12,4.28,39.29,42.42,35.4,43.0,8.89,1,1,0
3.79,47.4,2.5,95.27,64.16,90.39,97.98,5.27,0,0,1
3.81,76.52,1.62,93.95,37.16,49.93,73.98,4.99,1,1,1
2.3,75.85,8.35,85.82,91.08,97.3,92.8,9.62,0,0,1
2.12,62.37,6.05,38.17,69.24,95.21,97.54,4.93,2,1,1
2.46,40.86,3.57,70.2,58.32,60.39,67.59,8.66,0,1,1
2.79,63.17,6.58,43.11,35.57,46.0,99.98,6.43,2,0,1
2.49,57.93,3.82,55.79,58.37,88.44,82.55,8.34,1,1,1
3.04,81.83,4.98,48.7,90.63,55.29,64.29,4.55,1,0,1
2.75,72.64,9.13,88.03,79.24,41.45,74.12,8.35,2,0,1
2.1,66.95,7.18,40.11,35.77,68.61,39.57,7.07,2,1,1
2.17,66.65,8.12,75.23,41.19,64.26,25.83,9.4,3,1,1
2.26,97.81,6.33,98.87,57.46,89.5,44.26,5.13,1,0,1
1.46,84.16,10.41,78.09,37.1,81.05,57.62,4.66,3,0,1
1.66,67.3,2.91,35.55,95.38,91.33,42.1,5.18,3,0,0
3.22,66.15,3.12,93.55,75.66,81.43,63.55,4.47,3,1,1
2.29,36.72,1.43,75.02,36.64,74.95,74.35,9.88,3,1,0
1.8,96.26,6.04,61.94,85.16,65.01,74.18,4.74,3,0,1
2.78,55.75,6.63,76.18,55.79,99.13,92.03,5.21,1,0,1
3.32,51.64,7.76,91.53,47.14,97.14,97.47,8.86,2,1,1
1.92,99.96,3.85,63.4,69.9,89.42,91.8,5.48,3,1,1
3.52,81.71,0.62,67.19,30.94,84.27,71.51,5.33,1,1,1
3.8,38.08,6.82,61.67,62.58,70.43,40.43,8.03,3,0,1
2.87,39.02,10.49,35.08,89.07,48.18,95.76,6.39,2,0,1
3.07,36.66,3.45,85.09,94.96,91.28,38.11,9.01,1,1,1
1.35,73.98,2.34,38.85,53.98,30.76,36.36,7.83,3,0,0
3.85,39.65,3.32,57.62,74.97,45.92,48.82,5.73,0,0,1
2.3,95.67,4.75,57.08,45.88,58.26,68.02,7.59,2,0,1
3.79,95.9,3.01,49.6,69.21,71.03,76.11,9.2,3,1,1
2.82,70.49,3.97,58.18,47.78,69.26,26.0,6.19,0,1,0
1.21,75.08,6.88,73.26,69.99,42.31,83.35,8.42,1,1,1
1.31,53.97,3.95,51.8,42.02,37.34,38.13,6.49,2,0,0
3.11,39.16,4.46,42.08,95.89,45.56,47.24,7.26,0,0,0
2.78,82.93,0.9,90.86,92.08,54.41,49.16,8.4,3,0,1
1.27,41.62,9.68,97.96,53.58,30.98,49.93,4.36,2,0,0
3.28,40.56,4.57,62.1,84.37,78.47,82.03,6.73,1,0,0
3.59,55.23,3.78,52.89,36.69,47.34,28.07,4.57,1,0,1
2.59,35.81,1.36,33.32,81.83,54.6,39.74,8.35,0,1,0
2.5,63.21,6.84,32.58,49.77,53.44,26.67,7.65,0,0,1
1.22,81.0,9.14,57.5,39.49,65.83,83.37,5.96,2,1,1
3.4,87.09,0.91,95.12,77.47,90.19,98.78,4.46,3,0,1
2.13,74.28,1.95,81.15,62.89,40.46,74.47,9.55,1,1,1
3.66,90.05,1.96,54.45,67.11,53.85,69.26,5.89,0,0,1
2.24,61.42,6.52,97.76,66.44,78.44,93.1,5.65,2,1,1
2.78,90.17,9.71,60.01,34.16,33.1,44.12,4.61,2,1,1
1.96,67.92,4.88,49.38,33.6,88.1,29.98,7.46,0,0,1
1.65,49.5,3.94,59.84,72.08,97.33,63.25,5.59,2,0,1
3.37,96.37,8.16,44.81,73.67,72.53,44.53,9.06,0,1,1
2.59,52.87,7.93,91.99,33.3,96.96,58.83,8.1,0,0,1
2.7,36.7,2.97,55.28,56.49,58.91,59.22,4.02,1,0,1
3.9,50.77,2.11,76.06,72.9,59.05,48.91,7.39,2,0,1
3.9,58.83,4.08,57.23,75.97,37.44,61.47,5.39,2,1,0
3.6,57.84,8.26,93.12,87.98,32.48,53.51,4.09,2,0,1
1.73,69.1,7.45,74.97,59.45,47.12,33.48,7.72,0,0,0
2.86,92.4,7.16,64.18,68.38,63.47,90.0,5.23,1,1,1
3.66,54.0,8.79,39.25,70.5,65.54,77.6,9.4,2,0,1
2.25,68.85,3.27,93.13,51.84,45.23,28.1,7.44,2,1,1
1.48,57.11,3.9,68.28,33.77,72.9,33.68,5.26,0,0,0
3.47,88.42,0.92,49.95,30.3,42.68,32.24,9.87,3,1,1
2.55,45.24,9.19,91.45,88.53,52.83,29.63,7.28,0,0,1
2.78,41.73,6.32,33.81,44.02,43.7,29.43,4.99,3,0,0
3.95,67.69,3.48,51.99,74.12,78.77,36.78,7.1,2,0,1
2.9,78.67,1.19,67.58,70.39,66.16,88.59,9.76,0,0,1
2.39,86.71,7.73,53.79,57.97,81.53,87.12,6.55,1,1,1
2.24,73.33,7.99,63.37,88.34,34.01,83.74,6.55,1,0,1
2.37,85.3,7.16,48.5,78.89,59.78,71.1,6.77,3,1,1
1.53,60.53,2.54,39.11,31.59,97.69,79.26,5.68,2,1,1
3.43,37.14,9.63,32.58,84.37,33.75,80.39,4.97,1,1,0
3.55,42.55,8.03,41.04,65.49,59.29,91.7,7.47,3,0,1
2.0,37.52,7.08,96.71,54.29,32.83,79.93,9.37,0,0,0
2.05,56.38,7.01,70.28,80.88,40.27,80.23,8.41,3,1,1
3.65,67.21,9.54,64.23,78.02,62.38,85.31,4.58,3,0,1
1.27,58.16,9.78,56.9,51.74,41.03,66.73,6.41,1,1,1
2.66,71.44,6.46,79.59,98.81,66.31,40.98,4.03,0,1,1
2.5,66.24,4.67,39.89,75.41,94.59,31.34,5.85,3,1,1
3.13,79.07,4.14,49.33,72.4,44.03,56.43,8.02,3,0,1
1.66,78.35,8.69,75.91,34.89,37.5,31.88,5.74,1,1,1
3.07,55.67,6.95,63.53,49.55,87.77,37.7,9.04,0,0,1
2.25,57.5,1.27,83.91,61.29,62.22,26.79,6.86,1,1,1
2.93,73.03,1.92,92.8,74.14,91.78,47.52,8.02,0,0,1
1.31,73.77,9.5,87.64,65.89,51.43,97.75,9.3,2,0,1
2.49,55.46,9.34,42.89,83.41,73.93,53.42,8.1,2,1,1
2.66,56.47,10.02,36.4,48.38,94.63,43.07,9.38,1,0,1
1.8,80.11,4.78,41.86,79.15,42.02,55.26,8.85,2,0,1
1.59,77.08,8.34,84.85,87.16,86.05,47.6,7.4,2,1,1
1.73,43.78,8.78,93.97,83.55,74.21,75.54,5.78,0,1,1
2.16,63.67,3.66,94.78,83.96,86.91,72.59,5.79,1,1,1
1.47,93.03,1.95,50.88,92.2,41.95,27.05,9.25,3,0,1
3.85,37.36,10.47,88.82,35.89,60.39,63.35,4.32,3,0,1
2.33,90.59,0.8,67.54,78.8,39.02,27.71,9.65,3,0,0
3.47,45.61,6.47,87.6,97.81,97.21,75.8,5.96,3,0,1
3.93,67.97,7.0,68.39,70.16,34.39,95.19,8.43,0,1,1
1.43,62.58,7.32,40.21,45.21,34.58,93.06,5.98,1,0,0
3.02,35.66,3.06,35.55,99.91,92.87,40.43,9.72,1,0,1
3.64,94.5,7.72,97.01,42.23,51.05,80.7,4.22,2,1,1
2.98,64.57,2.66,59.81,53.49,71.79,84.48,6.12,3,1,1
2.4,97.03,8.79,54.54,42.04,50.12,89.83,9.2,2,0,1
2.41,53.64,2.69,54.94,62.52,75.41,44.47,5.64,2,0,1
1.3,91.31,7.47,56.53,59.32,43.47,58.81,5.65,0,0,1
2.7,94.96,8.33,96.15,64.39,62.12,41.61,9.39,2,0,1
3.98,71.19,2.39,34.39,94.96,67.34,26.82,8.98,3,0,1
3.88,48.17,2.88,38.33,63.48,53.36,74.43,4.63,3,0,1
1.31,79.54,8.29,85.28,66.02,47.62,57.36,7.48,2,1,1
3.18,70.68,1.36,68.46,92.07,39.81,43.61,5.34,0,1,0
2.04,96.39,2.41,39.0,87.24,79.43,88.53,5.29,0,1,1
3.73,63.55,5.06,32.41,46.78,41.78,62.18,7.69,2,1,1
1.33,52.45,9.8,45.7,30.9,50.45,99.6,4.74,3,0,1
3.82,43.99,6.12,48.26,74.06,53.58,84.5,6.82,3,1,1
3.54,80.41,4.38,30.99,89.14,61.81,90.19,5.53,1,1,1
1.53,98.32,10.28,45.13,68.7,79.18,83.0,9.12,2,0,1
1.37,36.84,5.14,81.68,44.78,59.96,32.94,7.33,0,0,0
3.54,83.13,4.84,89.88,81.89,90.98,29.88,5.29,2,0,1
1.64,95.25,4.62,92.88,76.87,77.58,93.63,9.56,0,1,1
2.7,39.86,3.62,57.29,69.55,88.69,35.36,8.94,3,1,0
3.76,42.16,3.76,52.36,90.43,80.14,54.34,5.59,3,1,1
2.79,79.98,7.38,99.99,84.9,40.4,70.74,9.77,0,1,1
2.31,77.12,0.91,83.85,76.76,98.45,40.89,5.61,3,0,1
2.45,39.47,7.32,67.61,76.53,85.06,41.9,5.76,3,0,1
1.38,89.24,2.51,47.83,76.35,70.09,59.97,6.32,1,1,1
3.91,69.02,4.34,52.49,66.76,41.57,52.07,4.99,1,1,1
2.07,93.97,1.97,66.08,62.47,42.09,75.74,8.12,0,1,1
1.73,92.07,6.03,67.95,79.67,73.0,30.63,7.34,3,0,1
2.0,87.81,7.79,30.96,72.73,59.13,61.66,9.37,0,0,1
3.9,68.53,4.05,97.16,64.3,77.31,38.07,5.45,3,1,1
1.46,51.36,2.13,70.29,38.87,56.07,70.5,5.02,2,0,1
3.63,67.89,2.77,71.24,79.14,65.9,33.72,6.15,3,0,1
3.18,41.55,8.68,44.8,75.22,43.16,39.82,4.88,1,1,1
3.52,77.82,3.18,83.55,53.96,40.86,85.29,9.68,3,1,1
3.93,43.71,8.25,81.61,54.94,35.3,42.64,8.3,1,0,1
3.56,68.23,3.81,36.66,47.27,87.37,80.28,8.78,1,1,1
3.84,38.53,2.39,71.65,97.33,68.88,45.48,8.49,1,1,1
1.56,54.47,7.77,76.07,90.21,96.3,42.63,5.46,3,0,1
3.43,50.09,5.19,88.49,69.27,82.46,47.44,4.84,1,0,0
2.73,75.3,0.81,44.43,58.12,83.81,91.07,6.58,1,0,1
2.72,86.14,10.1,91.43,81.58,65.63,54.79,8.97,2,1,1
3.72,38.72,1.98,62.3,66.94,87.08,43.28,5.98,2,0,1
3.92,90.27,4.03,36.76,98.31,95.94,65.25,4.06,2,1,1
3.17,90.95,4.35,37.39,33.86,80.52,53.92,7.96,1,0,1
2.55,57.25,5.39,43.85,32.4,37.39,84.26,5.2,0,1,1
2.48,77.84,8.35,49.79,69.8,75.57,99.28,7.26,3,1,1
2.28,61.17,0.56,64.75,44.23,38.43,64.49,4.09,1,0,0
2.21,45.02,9.82,82.41,72.3,35.41,58.88,7.05,3,0,1
2.3,69.36,6.96,43.07,84.7,78.5,50.73,6.36,1,1,1
1.45,40.61,10.01,99.49,39.67,88.43,98.0,9.28,2,1,1
1.42,92.1,8.67,41.31,60.84,41.12,61.25,8.33,2,1,1
3.38,95.08,9.78,71.96,78.21,35.19,38.35,4.22,3,0,1
2.45,88.4,6.51,95.03,88.37,92.06,97.69,8.74,0,1,1
3.81,71.56,4.07,88.28,64.74,39.25,97.07,8.75,2,0,1
2.91,71.24,4.93,75.35,44.43,32.46,57.68,7.98,0,1,0
1.3,99.0,7.08,80.08,71.01,80.47,51.11,9.58,3,1,1
1.64,51.11,4.77,39.39,61.82,89.34,76.03,8.82,2,0,1
1.78,39.94,7.82,30.68,84.03,66.01,87.17,5.31,3,0,1
3.93,71.53,1.42,60.39,68.89,67.79,62.39,6.29,1,1,1
1.81,56.37,8.8,36.27,49.56,53.58,49.81,6.1,0,1,0
2.64,55.95,2.54,55.04,82.81,46.69,47.6,7.03,2,0,1
3.82,35.46,9.94,45.66,66.24,82.87,49.49,9.72,0,1,1
3.94,73.76,2.06,94.14,42.43,89.45,33.85,7.69,1,0,0
1.86,52.16,1.79,91.6,69.42,52.49,83.4,5.88,1,1,0
1.34,47.21,8.62,87.33,96.38,49.17,32.87,9.65,0,1,1
1.63,37.63,8.69,79.98,79.39,48.75,54.87,8.2,0,0,1
1.38,58.68,7.89,40.79,50.92,33.54,87.62,5.6,2,0,0
1.75,92.13,10.11,33.39,79.76,49.68,55.31,9.44,3,1,1
2.79,56.88,3.21,75.77,49.78,31.8,47.11,6.07,1,1,1
3.75,79.14,8.77,74.96,67.99,85.19,96.12,7.1,1,1,1
2.7,84.18,4.02,55.86,66.86,47.91,34.49,6.88,0,0,1
2.95,56.33,5.87,63.09,47.32,78.31,91.36,9.54,2,0,1
1.77,88.41,4.96,64.24,54.35,68.02,29.66,5.59,3,0,1
3.44,79.97,0.56,46.79,95.95,88.62,56.01,6.0,2,1,1
2.93,71.35,6.24,51.99,47.54,97.23,72.38,7.96,1,1,1
3.62,35.06,7.98,59.29,86.07,55.71,52.75,9.32,2,0,1
3.86,37.28,2.25,72.22,76.72,36.18,65.1,4.69,3,0,1
2.17,99.41,9.82,96.91,67.28,82.48,40.3,5.26,3,0,1
1.45,85.85,5.8,67.69,39.63,31.49,67.68,9.69,0,1,1
1.83,95.94,2.28,81.18,44.32,45.61,35.09,8.66,1,1,1
2.43,93.65,6.96,86.49,42.53,33.73,84.71,6.08,3,1,1
3.85,36.33,2.42,37.95,71.08,92.87,68.78,6.15,2,0,1
2.26,86.47,1.14,75.72,98.14,30.37,61.14,6.82,3,0,1
3.36,64.32,7.35,63.75,91.41,64.49,29.1,8.04,3,0,1
2.71,86.32,1.61,70.07,31.77,59.68,62.48,7.37,0,0,0
1.71,35.44,1.56,32.69,49.16,75.69,67.27,8.66,2,0,0
2.1,53.73,7.9,93.44,41.01,50.28,44.93,4.33,2,0,1
3.03,83.84,1.05,96.69,98.3,91.16,75.82,8.91,1,0,1
3.08,86.55,8.6,30.24,46.49,81.4,30.76,4.35,2,1,1
